,compound,negative,neutral,positive,tweet,tweet_time,user
414,0.0,0.0,1.0,0.0,The Second Avenue subway in NYC cost $2.5 billion per mile of track — 5 times more than the international average.… https://t.co/0u9sMZy5Bd,2018-03-29 02:47:01+00:00,NYTimes
415,0.0,0.0,1.0,0.0,"Water squirted from toy rubber ducks contains bacteria often associated with infections acquired in hospitals, a st… https://t.co/wmNoGpHnmo",2018-03-29 02:32:03+00:00,NYTimes
416,-0.8834,0.34,0.66,0.0,"RT @nytimesworld: In a first, a South African woman was sent to prison for racist speech -- specifically, a slur that is offensive in her c…",2018-03-29 02:17:03+00:00,NYTimes
417,0.5563,0.0,0.796,0.204,"The reboot of ""Roseanne"" got off to an enormously strong start on Tuesday night https://t.co/AW9oKd48KP",2018-03-29 02:06:06+00:00,NYTimes
418,-0.296,0.216,0.784,0.0,"Ecuador cuts off Julian Assange’s internet access. Again.
https://t.co/5rRq2DTGdx",2018-03-29 01:55:04+00:00,NYTimes
419,0.5267,0.0,0.825,0.175,"The Justice Dept.'s watchdog will investigate the surveillance of a former Trump campaign official, responding to p… https://t.co/UQfGlfh03r",2018-03-29 01:44:02+00:00,NYTimes
420,0.0,0.0,1.0,0.0,"Days after researchers announced that a tiny mummy once rumored to be an alien was actually a human infant, Chilean… https://t.co/pn29RpMNdu",2018-03-29 01:32:06+00:00,NYTimes
421,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/9ykDo2yYvp,2018-03-29 01:16:21+00:00,NYTimes
422,-0.6486,0.17,0.83,0.0,"RT @jdelreal: Two police officers, 10 minutes, 20 bullets. Another young black man dead, this time in his grandmother’s backyard in Califor…",2018-03-29 01:00:09+00:00,NYTimes
423,0.5775,0.0,0.792,0.208,RT @nytopinion: .@RickyGervais is not alone in presenting himself as a noble bulwark against a wave of supposed left-wing censorship. And a…,2018-03-29 00:47:03+00:00,NYTimes
424,0.5719,0.103,0.651,0.245,"Dr. Cacioppo once explained, by an insight he had after surviving a near-fatal car crash: that love and social conn… https://t.co/FHUVIeyJop",2018-03-29 00:32:06+00:00,NYTimes
425,-0.296,0.155,0.845,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/SBd0eoufFP,2018-03-29 00:17:02+00:00,NYTimes
426,0.3182,0.0,0.887,0.113,"Under Ben Carson, HUD is attempting to scale back federal efforts to enforce fair housing laws, sidelining official… https://t.co/DJQGb8AfBo",2018-03-29 00:02:07+00:00,NYTimes
427,-0.6808,0.237,0.763,0.0,The “catastrophic” failure of a storage tank this month at an Ohio fertility clinic caused the apparent loss of mor… https://t.co/52b9GDuT1Z,2018-03-28 23:47:02+00:00,NYTimes
428,0.6908,0.0,0.737,0.263,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/l1fwvli1BF",2018-03-28 23:32:04+00:00,NYTimes
429,0.0,0.0,1.0,0.0,"RT @nytgraphics: David Shulkin lasted 408 days in the Trump administration, longer than many. https://t.co/yOiUwbJLp9 https://t.co/xL83LH8d…",2018-03-28 23:17:01+00:00,NYTimes
430,-0.3182,0.108,0.892,0.0,"The ghost with the most is back. A musical adaptation of ""Beetlejuice"" will be staged in Washington this fall, and… https://t.co/v1Ra0OOWem",2018-03-28 23:02:06+00:00,NYTimes
431,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/DoqQNdaj9f,2018-03-28 22:47:03+00:00,NYTimes
432,0.0,0.0,1.0,0.0,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/dF2hoORZH4",2018-03-28 22:32:04+00:00,NYTimes
433,0.0,0.0,1.0,0.0,"Until last week, Donald Glover was working on an FX animated series about the superhero Deadpool. By this week, the… https://t.co/IkkNwo5R1V",2018-03-28 22:17:04+00:00,NYTimes
434,0.0,0.0,1.0,0.0,RT @HannaIngber: Last week we turned to @nytimes readers to have a conversation about our coverage of the Austin bombings. We heard from re…,2018-03-28 22:08:01+00:00,NYTimes
435,0.4404,0.0,0.854,0.146,"President Trump called his personal physician, Dr. Ronny L. Jackson, “highly respected” and thanked David Shulkin f… https://t.co/vJPtb8hDUx",2018-03-28 22:01:00+00:00,NYTimes
436,0.0,0.0,1.0,0.0,Breaking News: The Veterans Affairs chief is the latest cabinet official to go. President Trump plans to replace Da… https://t.co/I3kd7Q64VU,2018-03-28 21:48:58+00:00,NYTimes
437,0.4019,0.0,0.876,0.124,RT @peterbakernyt: Shulkin’s ouster climaxed a sharp fall from favor for the only Obama holdover in the Cabinet and a politically moderate…,2018-03-28 21:40:26+00:00,NYTimes
438,0.0,0.0,1.0,0.0,What to expect from the housing market this spring https://t.co/FYAWjjlSiL,2018-03-28 21:32:03+00:00,NYTimes
439,0.0,0.0,1.0,0.0,RT @migold: Where Can You Find Cosmopolitan At Walmart? Hint: It’s Not at the Checkout Any More! https://t.co/GrTRvvwm6W,2018-03-28 21:16:06+00:00,NYTimes
440,0.0,0.0,1.0,0.0,"Hungary's far-right prime minister Viktor Orban uses billboards, TV campaigns and even school textbooks to influenc… https://t.co/SBikh8b4xN",2018-03-28 21:00:09+00:00,NYTimes
441,0.0,0.0,1.0,0.0,"Here’s how @bxchen scrubbed his Twitter and Facebook timelines — and what 
he learned https://t.co/7TCMIzIfeo",2018-03-28 20:45:04+00:00,NYTimes
442,0.0,0.0,1.0,0.0,Our tech columnist @kevinroose offers 3 possible ways to fix social media https://t.co/msbncv0nmO,2018-03-28 20:30:15+00:00,NYTimes
443,-0.6705,0.285,0.633,0.081,A top Morgan Stanley broker was repeatedly accused of violence against ex-wives and girlfriends. Bank managers were… https://t.co/HNAA5K823C,2018-03-28 20:15:05+00:00,NYTimes
444,-0.296,0.115,0.885,0.0,"Shifting schedules have long been a complaint in the retail industry, and a Gap study suggests that they're a lose-… https://t.co/XtKUHxaLyP",2018-03-28 20:00:06+00:00,NYTimes
445,-0.438,0.153,0.847,0.0,"Your rubber duck spends a lot of time in the bath, but that doesn't mean it's clean https://t.co/5QtZDt3qhw",2018-03-28 19:45:10+00:00,NYTimes
446,0.4588,0.0,0.812,0.188,"RT @nytopinion: We at @NYTOpinion welcome feedback, including in form of dog GIFs. https://t.co/sY338V4RD7",2018-03-28 19:37:05+00:00,NYTimes
447,0.0,0.0,1.0,0.0,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/xGUhUZJPgl",2018-03-28 19:30:10+00:00,NYTimes
448,0.0,0.0,1.0,0.0,"In @NYTOpinion 

Op-Ed Contributor Jacob Tobia writes, ""For over a decade, the unspoken rule of gay cinema and tele… https://t.co/CTOVOn7TcJ",2018-03-28 19:15:03+00:00,NYTimes
449,0.5563,0.0,0.796,0.204,"The reboot of ""Roseanne"" got off to an enormously strong start on Tuesday night https://t.co/SiWzv2EpPP",2018-03-28 19:00:05+00:00,NYTimes
450,0.4404,0.0,0.854,0.146,"Heineken pulled a series of commercials for light beer that featured the tagline “sometimes, lighter is better"" aft… https://t.co/v5OcxoCrpi",2018-03-28 18:45:09+00:00,NYTimes
451,0.6531,0.0,0.737,0.263,"The Supreme Court has never struck down a voting district as an unconstitutional partisan gerrymander, and allowing… https://t.co/gcleYowCnq",2018-03-28 18:30:12+00:00,NYTimes
452,-0.7096,0.297,0.643,0.06,A waiter in Canada has filed a complaint after he was fired for being aggressive and combative. His defense? He’s F… https://t.co/FxkAYLi1ub,2018-03-28 18:15:08+00:00,NYTimes
453,-0.8074,0.417,0.583,0.0,A federal judge refused to dismiss a lawsuit accusing President Trump of violating the Constitution by not divorcin… https://t.co/Ya0ww0X8GQ,2018-03-28 18:00:13+00:00,NYTimes
454,0.296,0.0,0.885,0.115,"President Trump’s lawyer discussed pardons for 2 ex-top aides last year, suggesting concern about what they might t… https://t.co/zGAAMa90pK",2018-03-28 17:47:40+00:00,NYTimes
455,0.296,0.0,0.891,0.109,"Trump’s lawyer discussed pardons for 2 ex-top aides last year, suggesting concern about what they might tell the sp… https://t.co/loVNcik2rm",2018-03-28 17:45:09+00:00,NYTimes
456,-0.7003,0.227,0.731,0.042,"Hundreds of people filled the lobby at Sacramento City Hall on Tuesday to protest the death of Stephon Clark, who w… https://t.co/aqr3CzDXpR",2018-03-28 17:30:05+00:00,NYTimes
457,0.0,0.0,1.0,0.0,"RT @PatriciaMazzei: In Orlando today for closing statements in the trial against Noor Salman, the widow of Pulse nightclub shooter Omar Mat…",2018-03-28 17:20:12+00:00,NYTimes
458,0.0,0.0,1.0,0.0,"In Room 306 at the Lorraine Motel, you can see the door onto the balcony. Looking through it you can see the spot w… https://t.co/6ZGo2cTzNB",2018-03-28 17:10:05+00:00,NYTimes
459,0.2023,0.0,0.913,0.087,"Rick Gates, a top Trump campaign aide, had frequent phone calls in September and October 2016 with a person the FBI… https://t.co/ScUBbx09Xa",2018-03-28 16:55:03+00:00,NYTimes
460,0.296,0.0,0.885,0.115,"Anti-Trump groups are working to unseat breakaway Democrats in Albany who have aligned with Republicans, helping th… https://t.co/ZSn9dqIAEx",2018-03-28 16:40:03+00:00,NYTimes
461,-0.4588,0.151,0.772,0.077,Kim Jong-un's surprise visit to Beijing was a reminder of how much he has set the agenda in the crisis over North K… https://t.co/mwcCpJKaen,2018-03-28 16:25:07+00:00,NYTimes
462,0.8225,0.0,0.752,0.248,"RT @nytgraphics: What Democrats need to do to take control of Congress: 

1. Win 28 Senate races (Republicans only need to win 9 to keep th…",2018-03-28 16:15:04+00:00,NYTimes
463,0.8126,0.0,0.543,0.457,"Bright, bold and richly flavored, these aren't your typical fish cakes https://t.co/xZQDqFg0mk https://t.co/eowfvU22Ts",2018-03-28 16:05:07+00:00,NYTimes
464,-0.6369,0.257,0.743,0.0,"Jared Kushner and Jeff Sessions are clashing over federal prison policy, confusing lawmakers and leaving prisoners… https://t.co/EEiWlO4VuI",2018-03-28 15:50:05+00:00,NYTimes
465,0.0,0.0,1.0,0.0,RT @NYTNational: Atlanta’s city government has been partially paralyzed for days by a cyberattack. Traffic tickets can't be paid online. Wi…,2018-03-28 15:39:09+00:00,NYTimes
466,0.3278,0.0,0.827,0.173,Elements that make a podcast spark don’t always translate seamlessly to TV. But that's not stopping Hollywood from… https://t.co/D0wWi2XJQB,2018-03-28 15:25:05+00:00,NYTimes
467,-0.2023,0.231,0.769,0.0,The highs and lows of testosterone https://t.co/KL5JNKPwDy,2018-03-28 15:10:04+00:00,NYTimes
468,0.0,0.0,1.0,0.0,RT @NYTFashion: Saudi Arabia will host its first ever fashion week next month (after a two week delay). Here's what to expect: https://t.co…,2018-03-28 15:00:03+00:00,NYTimes
469,0.4404,0.0,0.828,0.172,Will taxpayers have to bail out the Pro Football Hall of Fame in Ohio? https://t.co/2BbZW0Mih5,2018-03-28 14:45:05+00:00,NYTimes
470,0.0,0.0,1.0,0.0,Atlanta’s city government has been hobbled by a cyberattack and is doing some business with ink and paper. Security… https://t.co/JEbTiuZ7zw,2018-03-28 14:30:12+00:00,NYTimes
471,-0.9231,0.451,0.549,0.0,The officer was killed after he voluntarily exchanged himself for a female hostage during a terrorist attack in Fra… https://t.co/qyzVCzdROk,2018-03-28 14:15:06+00:00,NYTimes
472,0.0,0.0,1.0,0.0,How the Chinese and North Korean news media portrayed the meeting between Xi Jinping and Kim Jong-un https://t.co/GfQOFPqIf0,2018-03-28 14:00:12+00:00,NYTimes
473,0.0,0.0,1.0,0.0,"""I think it is completely reasonable to say that there could have been a different outcome of the referendum had th… https://t.co/8fhRZ13NjF",2018-03-28 13:45:07+00:00,NYTimes
474,0.8625,0.0,0.593,0.407,"""It's like a beauty pageant. The fish cannot be fat. It must look strong and have personality."" https://t.co/QY2HdEdUQH",2018-03-28 13:30:07+00:00,NYTimes
475,-0.4404,0.243,0.638,0.119,The Motion Picture Academy concluded that an allegation of sexual harassment against its president had no merit https://t.co/DhiZeF7tHZ,2018-03-28 13:14:07+00:00,NYTimes
476,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/yLdObb0e0R https://t.co/NbpPRQafVf,2018-03-28 13:00:17+00:00,NYTimes
477,0.4215,0.094,0.703,0.203,RT @MattAndersonNYT: The Russian director Kirill Serebrennikov is still under house arrest in Moscow. A festival of his plays and films at…,2018-03-28 12:44:03+00:00,NYTimes
478,-0.5423,0.163,0.837,0.0,The Academy of Motion Picture Arts and Sciences concluded that an allegation of sexual harassment against its presi… https://t.co/9h1ugEvuBz,2018-03-28 12:30:03+00:00,NYTimes
479,0.34,0.0,0.882,0.118,Facebook said it will roll out a centralized system for its users to control their privacy and security settings https://t.co/DxHZ5eNRDa,2018-03-28 12:15:05+00:00,NYTimes
480,-0.0397,0.116,0.774,0.109,"Trevor Noah is not impressed by John Bolton, President Trump's new pick for national security adviser. Our late-nig… https://t.co/pwzaU3scX5",2018-03-28 12:05:06+00:00,NYTimes
481,0.0,0.0,1.0,0.0,Atlanta's municipal government has been brought to its knees by one of the most sustained and consequential cyberat… https://t.co/DG6umSDQL5,2018-03-28 11:44:02+00:00,NYTimes
482,0.0,0.0,1.0,0.0,"The National Civil Rights Museum in Memphis is a monument to a movement, and to the Rev. Dr. Martin Luther King Jr. https://t.co/b9MJfvYXiF",2018-03-28 11:31:08+00:00,NYTimes
483,0.0,0.0,1.0,0.0,"President Trump said that the Second Amendment — the right to bear arms — ""will never be repealed,"" responding to a… https://t.co/iYAMbvHi9Z",2018-03-28 11:15:09+00:00,NYTimes
484,0.34,0.0,0.862,0.138,"John Bolton, President Trump's choice for national security adviser, was portrayed during a 2005 Senate confirmatio… https://t.co/Eq0eq04Pb9",2018-03-28 11:00:08+00:00,NYTimes
485,0.0,0.0,1.0,0.0,"Some voters said they had been paid, from about $3 to $9, to vote. In several areas, government officials promised… https://t.co/3l3sroqZll",2018-03-28 10:45:05+00:00,NYTimes
486,-0.6124,0.263,0.737,0.0,North Korea is firing up a reactor. Why that could upset Trump's talks with Kim. https://t.co/dIimnicgw7 https://t.co/F6kbTGtJDr,2018-03-28 10:30:10+00:00,NYTimes
487,0.2732,0.0,0.913,0.087,"RT @LizziePaton: Is fast fashion going out of, well, fashion? H&amp;M, the world’s second largest retailer by sales, is currently sitting on a…",2018-03-28 10:15:04+00:00,NYTimes
488,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/qSirjFsTQK https://t.co/Rtc5I5NHou,2018-03-28 10:05:05+00:00,NYTimes
489,0.4215,0.0,0.872,0.128,"Kim Jong-un told Xi Jinping that he was open to dialogue with the United States, including a potential summit meeti… https://t.co/7mnXpfQdMX",2018-03-28 09:44:06+00:00,NYTimes
490,-0.5574,0.135,0.865,0.0,"RT @nytimesworld: “I am thinking about the family of the butcher, about the customer who died for nothing, and about the colonel who sacrif…",2018-03-28 09:29:02+00:00,NYTimes
491,0.1045,0.158,0.658,0.184,The United Nations' most haunting mystery received new life on Tuesday https://t.co/Cp0HnO48qu,2018-03-28 09:16:05+00:00,NYTimes
492,-0.296,0.147,0.756,0.097,"RT @nytimesworld: Egypt’s presidential election is shaping up to be a low-watt and joyless affair, the antithesis of the youthful passions…",2018-03-28 09:00:22+00:00,NYTimes
493,-0.5267,0.159,0.841,0.0,"In an 8th-grade history textbook, students are told that Viktor Orban thinks refugees are a threat to Hungary. ""It… https://t.co/zGSK0PZDXF",2018-03-28 08:44:04+00:00,NYTimes
494,-0.4404,0.132,0.868,0.0,At least 12 states signaled that they would sue to block the Trump administration from adding a question about citi… https://t.co/zg2L5EURJP,2018-03-28 08:30:07+00:00,NYTimes
495,0.0,0.0,1.0,0.0,The connections between Cambridge Analytica and Peter Thiel's firm Palantir were thrust into the spotlight by Chris… https://t.co/X9OaPT2uvR,2018-03-28 08:16:01+00:00,NYTimes
496,0.4767,0.09,0.687,0.223,"RT @nytpolitics: Kirstjen Nielsen, the homeland security secretary, recently warned dozens of foreign diplomats that the United States woul…",2018-03-28 08:02:04+00:00,NYTimes
497,0.0,0.0,1.0,0.0,These almond cookies need just 4 ingredients https://t.co/5NNOTBW0n5,2018-03-28 07:47:02+00:00,NYTimes
498,0.4588,0.0,0.8,0.2,“Spain is creating a situation where Europe’s judges rather than its politicians are being asked to solve Catalonia… https://t.co/k0HaUIVIYU,2018-03-28 07:32:04+00:00,NYTimes
499,0.0,0.0,1.0,0.0,RT @nytimesworld: A German gynecologist who provided patients information about abortion has stoked a debate over the Nazi-era law that ban…,2018-03-28 07:17:03+00:00,NYTimes
